A,B,C,D,AB,AC,AD,BC,BD,CD,ABC,ABD,ACD,BCD,ABCD
49,39,57,48,29,15,3,10,3,1,11,1,0,0,0
48,39,58,47,30,16,3,10,3,1,13,1,0,0,0
48,40,58,47,30,17,3,10,3,1,14,1,0,0,0
47,40,58,48,30,17,2,9,2,1,10,0,0,0,0
47,40,58,48,29,15,2,9,2,1,9,0,0,0,0
47,40,58,48,30,13,2,9,1,1,9,0,0,0,0
47,40,59,48,32,13,2,10,1,2,9,0,0,0,0
47,40,60,48,34,13,2,10,0,2,10,0,0,0,0
48,41,60,48,34,14,3,9,1,3,10,1,0,0,0
49,41,60,48,36,15,3,9,1,3,11,1,0,0,0
49,41,59,50,36,15,3,10,1,4,12,1,0,0,0
49,41,60,52,36,15,4,9,1,4,10,2,0,0,0
49,41,60,50,37,15,3,9,1,3,10,2,0,0,0
49,41,60,50,39,16,3,9,1,3,11,2,0,0,0
49,41,60,50,40,15,3,8,1,6,10,2,0,0,0
49,41,58,50,40,13,2,8,1,8,8,2,0,0,0
51,41,58,50,39,12,2,8,1,7,8,2,0,0,0
51,41,58,50,42,10,2,8,2,4,9,2,0,0,0
52,42,58,50,41,10,3,8,2,4,9,3,0,0,0
52,42,57,50,41,11,3,8,2,4,10,3,1,0,0
52,42,58,50,41,12,2,8,1,4,10,1,1,0,0
52,42,59,52,38,12,2,8,1,4,10,1,1,0,0
52,42,58,51,35,14,3,9,1,4,12,1,1,0,0
52,42,58,51,36,15,3,9,1,5,12,1,2,0,0
52,43,59,51,36,17,3,10,2,5,14,3,2,1,2
52,43,59,51,39,18,4,10,2,6,16,3,4,2,4
52,43,59,52,41,19,5,10,2,6,16,3,4,2,4
53,42,59,51,43,19,5,11,3,5,17,4,4,2,4
54,41,59,52,42,21,4,9,3,5,17,3,2,2,2
54,41,59,52,40,18,4,9,2,5,14,2,2,0,0
54,41,59,52,43,20,6,10,4,4,18,4,1,0,0
54,41,60,52,42,22,4,11,2,2,19,2,0,0,0
53,41,61,52,44,21,4,11,2,5,19,2,0,0,0
53,41,61,52,44,20,5,11,3,6,19,2,0,0,0
52,42,60,52,44,18,4,10,5,6,16,4,0,0,0
52,41,60,52,43,15,8,8,6,4,12,7,0,0,0
51,41,60,53,43,14,9,7,7,4,11,7,0,0,0
51,41,60,52,43,13,9,7,7,4,12,7,0,0,0
51,41,62,52,44,16,8,8,6,3,13,7,0,0,0
51,41,61,52,43,15,6,8,5,4,12,4,0,0,0
51,41,61,53,43,15,6,11,5,3,13,4,0,0,0
50,41,61,52,41,14,5,13,5,3,13,4,0,0,0
50,40,61,52,40,15,5,12,4,3,13,4,0,0,0
50,40,59,52,39,15,5,13,3,2,13,4,0,0,0
50,40,59,52,39,14,5,13,4,3,12,3,0,0,0
50,40,59,52,38,15,6,11,4,3,13,4,0,0,0
50,40,58,52,38,17,6,11,3,3,15,4,0,0,0
50,40,58,53,37,16,6,10,3,3,12,4,0,0,0
49,40,58,53,37,17,6,10,4,3,13,4,0,0,0
49,40,58,53,37,17,7,10,4,3,13,5,0,0,0
49,40,58,53,37,16,6,9,4,4,12,5,0,0,0
49,40,58,53,37,17,6,9,4,3,13,4,0,0,0
50,40,57,52,35,16,6,11,3,5,15,2,0,0,0
50,39,57,52,34,16,4,11,3,4,15,2,0,0,0
50,38,58,52,35,17,3,11,1,5,16,1,0,0,0
50,38,58,52,36,16,2,11,0,5,15,0,0,0,0
50,38,59,52,37,15,3,11,1,4,14,0,0,0,0
50,37,59,52,37,17,3,11,1,3,16,1,0,0,0
50,37,59,52,36,16,4,11,2,3,15,2,0,0,0
49,36,59,52,36,15,5,12,2,4,14,3,0,0,0
48,36,59,52,37,16,5,11,2,4,14,3,0,0,0
48,36,59,52,37,16,5,11,1,5,14,2,0,0,0
48,37,59,52,38,19,4,14,1,4,14,2,0,0,0
48,37,59,52,36,21,4,14,1,4,15,2,0,0,0
48,37,59,52,36,20,4,13,1,3,14,2,0,0,0
48,37,59,52,37,19,4,11,1,2,14,2,0,0,0
48,37,59,53,39,20,4,10,1,2,13,2,0,0,0
49,37,59,53,38,21,4,9,1,3,13,2,0,0,0
49,37,60,53,38,21,4,10,1,2,14,2,0,0,0
50,37,60,51,38,23,2,10,1,2,15,0,0,0,0
50,37,60,51,38,23,2,11,0,2,16,0,0,0,0
50,37,60,53,40,24,2,11,0,3,18,0,0,0,0
50,37,60,52,40,24,1,11,0,4,19,0,0,0,0
50,37,59,52,39,17,1,9,0,3,14,0,0,0,0
48,37,57,53,37,16,1,9,0,3,13,0,0,0,0
48,35,57,53,36,15,1,8,1,4,12,0,0,0,0
48,35,57,53,36,15,1,8,1,3,12,0,0,0,0
47,35,57,53,36,15,1,7,1,3,11,0,0,0,0
47,35,57,53,35,14,2,7,2,3,11,0,0,0,0
48,35,56,53,36,14,2,7,2,5,11,0,0,1,0
48,35,56,52,36,16,2,8,2,5,13,0,0,1,0
48,35,56,52,35,18,2,8,2,4,14,0,0,1,0
47,35,56,52,34,20,2,9,2,2,13,0,0,1,0
47,35,55,52,34,19,2,9,2,2,13,0,0,1,0
47,35,55,52,33,19,1,10,1,2,14,0,0,1,0
47,35,55,52,33,20,1,9,1,1,14,0,0,0,0
46,35,55,52,33,18,1,8,1,1,12,0,0,0,0
46,34,55,53,33,18,1,7,1,1,13,0,0,0,0
46,34,55,53,33,18,0,6,2,1,12,0,0,0,0
45,34,55,53,34,17,0,8,2,1,12,0,0,0,0
45,33,56,54,34,21,0,8,3,1,15,0,0,0,0
45,33,56,54,34,19,1,9,3,1,15,0,0,0,0
45,33,56,53,34,19,1,10,2,1,16,0,0,0,0
45,33,56,52,34,18,1,10,2,1,15,0,0,0,0
46,33,56,51,35,18,1,9,2,1,15,0,0,0,0
46,33,56,51,35,18,1,7,3,1,14,1,0,0,0
46,33,55,52,35,16,1,8,1,1,14,1,0,0,0
45,32,55,52,35,16,1,8,1,1,14,1,0,0,0
46,31,56,52,37,17,1,9,2,2,16,1,0,1,0
46,32,55,52,37,17,1,11,3,2,16,1,0,1,0
46,32,55,52,36,19,1,12,3,2,18,1,0,1,0
46,32,55,51,36,21,1,13,2,2,20,0,0,0,0
45,32,55,51,35,21,2,12,2,3,19,1,0,1,0
45,32,54,51,35,23,3,11,2,3,17,1,0,1,0
45,32,54,52,36,19,3,10,1,2,16,1,0,0,0
45,32,56,52,36,19,2,8,3,2,15,2,0,0,0
46,31,56,53,37,20,2,8,3,3,15,2,0,0,0
46,31,56,53,36,21,2,8,3,3,16,2,0,0,0
46,31,56,54,36,20,2,9,3,5,17,2,0,0,0
46,31,56,54,36,18,2,9,3,5,16,2,0,0,0
45,31,56,54,37,20,1,9,3,4,16,1,0,0,0
44,31,56,54,35,20,1,8,3,4,15,1,0,0,0
44,31,57,54,36,18,1,9,4,2,13,1,0,0,0
44,31,57,55,36,18,0,8,2,2,12,0,0,0,0
44,31,57,55,36,16,0,8,2,2,12,0,0,0,0
44,31,57,55,36,15,0,7,2,2,11,0,0,0,0
44,30,57,55,34,16,1,8,2,2,13,1,0,0,0
42,31,57,55,34,17,1,8,2,1,14,1,0,0,0
42,31,58,56,34,16,1,8,2,1,13,1,0,0,0
42,31,58,56,34,21,1,10,2,2,18,1,0,0,0
43,31,58,56,35,20,1,10,2,2,18,1,0,0,0
45,31,58,56,36,21,1,11,3,2,19,1,0,0,0
45,31,57,56,36,23,1,10,3,3,19,1,0,0,0
45,31,57,56,36,23,1,11,2,3,20,1,0,0,0
46,31,57,56,36,23,1,10,2,3,20,1,0,0,0
46,32,57,56,36,24,1,11,2,3,21,1,0,0,0
46,32,57,56,36,23,1,11,1,4,22,1,0,0,0
46,32,57,56,36,24,1,12,1,3,22,1,0,0,0
46,32,57,56,36,25,1,11,0,3,18,0,0,0,0
46,32,57,56,37,24,0,9,0,1,16,0,0,0,0
45,32,57,56,36,23,0,10,1,0,15,0,0,0,0
45,32,57,56,36,20,1,10,1,1,14,1,0,0,0
45,32,58,57,35,19,1,9,1,1,11,1,0,0,0
46,32,58,57,35,15,1,9,1,2,10,1,0,0,0
46,33,58,57,35,14,1,9,1,3,11,1,1,0,0
47,32,58,57,36,14,1,8,1,3,10,1,1,0,0
48,32,57,57,36,15,1,6,0,6,9,0,1,0,0
48,32,57,58,39,13,0,7,1,6,11,0,0,0,0
48,32,58,58,40,17,0,8,1,7,15,0,0,0,0
48,32,58,58,40,19,0,8,1,5,17,0,0,0,0
47,32,58,58,40,19,0,8,1,4,16,0,0,0,0
47,32,60,58,40,18,0,9,1,3,20,0,0,0,0
47,32,60,58,40,21,0,10,2,5,23,0,0,0,0
47,32,59,59,38,21,0,10,2,5,23,0,0,0,0
47,31,59,59,38,22,0,11,1,5,23,0,0,0,0
48,31,59,59,36,22,0,11,1,5,22,0,0,0,0
48,31,59,59,36,23,0,12,1,4,21,0,0,0,0
48,31,59,59,37,25,0,13,1,2,25,0,0,0,0
48,31,59,58,36,23,0,13,1,0,23,0,0,0,0
49,31,59,58,35,22,0,13,1,0,21,0,0,0,0
49,31,59,59,34,22,3,11,1,1,19,2,0,0,0
49,30,59,59,34,19,4,12,1,1,16,3,0,0,0
49,30,59,59,33,16,4,11,2,2,12,4,1,1,1
49,30,59,59,32,14,5,11,2,1,12,4,1,1,1
49,30,59,59,32,15,5,11,3,1,12,4,1,1,1
49,29,59,60,32,15,7,11,5,2,12,5,1,1,1
49,29,59,60,32,16,5,11,5,2,12,2,1,1,1
49,29,59,60,32,15,4,10,5,3,12,2,1,1,1
49,29,58,60,33,17,5,8,5,3,13,3,1,1,1
49,30,58,60,33,18,7,8,5,2,14,3,1,1,1
49,29,58,60,33,22,7,8,5,4,17,5,6,3,6
48,29,57,60,33,21,7,8,4,4,17,4,9,3,9
48,29,57,60,33,20,5,8,3,4,17,4,9,3,9
46,28,57,60,32,21,6,8,4,4,17,6,9,3,9
47,29,57,60,33,21,8,7,5,4,16,7,9,3,9
47,29,57,60,33,20,9,7,6,4,16,8,9,3,9
47,29,58,59,33,20,10,7,5,2,16,7,5,1,3
47,29,58,59,35,21,8,7,4,1,16,4,2,0,0
47,29,59,59,36,18,7,8,3,2,13,3,4,0,0
47,29,59,59,36,16,6,8,3,3,11,2,4,0,0
47,29,59,58,36,15,5,8,3,3,10,2,2,0,0
47,29,59,58,36,15,4,8,2,6,10,1,0,0,0
47,29,59,59,34,16,4,8,1,4,10,0,0,0,0
47,29,59,59,34,17,5,8,3,4,10,0,1,2,0
47,29,61,59,33,19,5,8,2,6,11,0,1,2,0
47,30,62,59,33,19,9,8,2,6,11,3,2,2,1
47,30,62,59,33,20,9,8,4,6,11,6,3,1,2
47,30,62,59,33,20,10,8,4,6,12,6,5,2,4
47,28,62,59,30,21,12,8,4,6,13,6,6,2,5
44,27,62,58,28,22,12,8,5,8,14,6,6,2,5
43,27,62,58,27,23,11,7,5,8,15,6,7,2,5
43,27,63,58,27,22,9,7,4,7,16,3,4,1,2
43,27,63,59,27,22,7,8,3,6,18,3,2,1,2
43,27,63,60,28,22,9,8,3,6,18,1,2,0,0
42,27,63,60,29,23,9,11,3,5,22,1,2,0,0
44,27,65,60,31,23,11,11,4,4,22,4,2,1,2
44,28,65,60,30,22,11,10,3,4,20,4,4,1,2
44,28,65,60,31,22,9,11,3,5,20,4,5,1,2
45,28,64,60,33,20,6,11,3,6,19,4,2,1,2
46,28,64,60,34,20,5,10,2,6,14,2,1,0,0
46,28,64,60,34,17,4,9,2,5,14,2,0,0,0
46,28,67,60,34,22,5,11,2,5,18,3,0,0,0
46,28,67,58,34,22,3,12,2,5,18,3,0,0,0
46,28,67,58,33,22,3,12,2,6,18,3,0,0,0
46,28,67,58,32,22,3,10,2,6,17,3,0,0,0
47,28,67,58,33,25,3,11,3,5,18,3,0,0,0
46,28,67,58,32,23,4,11,2,2,17,2,0,0,0
46,28,67,60,32,22,5,10,3,1,14,3,0,0,0
46,28,67,60,32,23,6,9,4,4,15,4,4,2,4
46,28,67,60,32,26,6,10,4,7,16,4,4,2,4
45,28,67,59,32,27,5,10,4,7,17,4,6,2,4
45,28,66,59,32,27,5,9,3,7,17,2,6,2,4
45,28,66,60,32,25,2,9,3,7,17,2,4,2,4
45,29,66,60,31,25,0,9,2,8,17,0,0,0,0
46,28,66,60,31,24,0,9,2,5,17,0,0,0,0
46,28,66,60,31,25,0,10,2,3,19,0,0,0,0
45,28,66,60,31,24,0,8,2,1,17,0,0,0,0
45,28,67,60,30,23,0,8,3,2,17,0,0,0,0
44,28,67,60,31,24,2,9,3,3,18,2,0,0,0
44,30,67,60,33,21,2,9,2,2,17,2,0,0,0
44,30,66,60,33,21,2,9,1,2,17,2,0,0,0
44,30,66,60,33,20,2,9,2,2,18,2,0,0,0
44,30,65,60,33,20,2,8,2,3,16,2,0,0,0
44,29,65,60,33,20,1,8,2,4,16,0,0,0,0
44,29,65,60,33,20,1,10,2,5,17,0,0,0,0
44,29,65,59,32,20,1,10,2,5,17,0,0,0,0
44,29,64,59,32,21,1,10,1,6,19,0,0,0,0
44,29,64,59,31,22,1,10,1,4,20,0,0,0,0
44,29,63,59,31,21,1,10,1,3,19,0,0,0,0
44,29,63,60,31,22,1,11,1,3,21,0,0,0,0
43,29,62,60,30,22,3,11,0,4,21,0,0,0,0
43,29,63,60,31,22,3,9,0,4,19,0,0,0,0
44,30,64,60,32,24,3,8,0,4,18,0,0,0,0
44,30,64,60,32,20,2,8,0,5,17,0,0,0,0
44,30,64,59,32,20,2,7,0,5,15,0,0,0,0
45,31,65,59,32,21,2,9,2,5,17,0,0,0,0
45,31,65,59,30,20,2,9,2,6,16,0,0,0,0
46,30,64,58,31,19,3,8,2,5,14,1,0,0,0
47,30,64,58,32,19,3,8,3,5,15,1,0,0,0
48,30,64,56,32,20,2,9,3,5,17,0,0,0,0
48,32,65,56,34,21,2,11,3,4,19,0,0,0,0
49,32,66,57,35,21,2,9,2,3,17,0,0,0,0
50,33,66,57,36,22,1,9,2,3,18,0,0,0,0
52,33,66,57,37,24,3,8,3,2,17,3,0,0,0
52,33,68,55,36,22,3,9,2,3,16,3,0,0,0
52,33,68,54,35,18,4,11,2,2,15,3,0,0,0
52,33,68,54,35,17,5,10,2,2,13,3,0,0,0
52,33,70,54,34,22,5,11,1,3,14,2,0,0,0
52,33,70,54,37,22,4,12,0,2,15,0,0,0,0
51,34,70,55,35,24,4,14,0,2,17,0,0,0,0
50,34,70,55,33,24,4,14,0,3,16,0,0,0,0
50,34,70,56,33,23,4,13,1,3,17,0,2,0,0
51,35,70,56,31,23,4,13,2,5,15,2,4,2,4
52,34,70,56,32,23,3,10,2,5,15,2,4,2,4
53,34,70,56,32,22,2,10,2,6,14,2,4,2,4
54,33,69,57,32,24,2,10,2,6,14,2,4,2,4
54,32,69,56,33,25,2,11,1,6,16,2,4,2,4
54,32,68,56,33,24,2,12,1,6,15,2,4,2,4
53,33,68,56,35,25,2,12,1,4,17,2,4,2,4
52,33,67,55,34,24,2,12,1,3,14,2,2,2,2
53,33,67,55,33,24,2,10,1,2,12,2,0,0,0
53,33,67,54,34,24,2,12,1,0,15,2,0,0,0
54,33,68,54,36,26,5,12,2,0,16,5,0,0,0
54,33,68,53,37,25,5,12,4,0,17,5,0,0,0
54,33,68,53,36,25,5,11,4,0,14,5,0,0,0
54,32,68,53,38,29,3,10,4,2,17,3,0,0,0
53,32,68,53,38,31,2,10,2,2,18,2,0,0,0
53,32,68,53,39,31,3,11,1,3,21,2,1,0,0
53,32,68,53,35,28,4,10,1,4,17,2,4,0,0
53,32,68,53,35,28,4,10,1,5,18,2,4,0,0
53,32,68,53,36,28,3,10,0,5,16,0,4,0,0
52,32,68,53,36,28,3,11,0,4,16,0,2,0,0
52,32,69,52,38,26,2,10,0,4,15,0,1,0,0
52,32,70,53,39,28,3,10,1,4,18,0,0,0,0
52,32,70,53,39,32,2,12,1,4,24,0,0,0,0
53,32,70,53,38,30,2,11,1,5,22,1,0,0,0
55,32,71,53,39,26,3,12,2,6,25,2,0,0,0
56,34,71,53,42,26,5,11,3,7,25,5,0,0,0
56,34,72,54,40,25,5,11,3,8,24,5,0,0,0
56,34,72,53,39,23,5,11,3,7,23,5,0,0,0
56,34,72,53,39,23,4,9,3,7,20,4,0,0,0
56,34,72,52,39,22,3,10,2,4,19,3,0,0,0
56,35,72,52,39,21,3,10,2,4,17,3,0,0,0
56,35,72,51,39,21,3,10,1,3,16,2,0,0,0
56,35,72,50,40,21,2,10,1,5,16,1,0,0,0
56,35,72,50,40,23,0,11,1,5,16,0,0,0,0
56,35,73,50,40,24,0,12,1,5,18,0,0,0,0
56,35,73,49,39,22,0,12,1,5,16,0,0,0,0
56,35,73,49,38,22,1,12,1,5,15,1,0,0,0
57,35,73,48,37,23,1,13,1,6,14,1,0,0,0
58,35,73,48,38,25,1,13,1,5,15,1,0,0,0
59,35,73,48,39,26,2,11,1,4,12,1,0,0,0
59,35,73,48,39,27,3,12,1,5,14,1,0,0,0
59,35,72,48,39,26,3,13,1,7,14,1,1,0,0
59,35,73,48,39,27,3,12,0,7,14,0,1,0,0
59,35,73,49,40,27,3,11,0,7,12,0,1,0,0
59,35,74,49,40,25,2,11,1,5,10,0,1,0,0
59,35,73,48,39,24,2,11,1,5,10,0,1,0,0
59,35,73,48,39,24,2,9,1,5,10,0,1,0,0
59,35,73,48,38,22,4,7,3,6,8,2,2,0,0
59,35,73,48,39,21,3,9,4,6,9,2,1,1,0
59,35,73,47,37,21,3,8,4,4,7,2,1,2,0
59,35,73,47,36,27,4,9,2,5,13,0,1,0,0
59,35,73,47,35,32,3,8,1,5,14,0,1,0,0
59,35,73,46,33,33,2,10,1,3,17,0,0,0,0
59,35,73,46,33,32,2,10,2,2,18,0,0,0,0
59,35,73,46,34,34,2,9,2,2,15,1,0,0,0
59,35,73,46,36,31,2,9,2,1,12,1,0,0,0
59,35,73,46,38,28,2,9,2,2,14,1,0,0,0
58,36,73,48,37,23,2,9,3,3,11,1,0,0,0
58,36,73,48,36,23,2,10,3,4,12,1,0,0,0
57,36,74,48,35,24,2,11,2,4,11,0,0,0,0
57,36,74,48,37,24,1,13,1,5,16,0,0,0,0
57,36,74,48,37,24,1,13,1,6,16,0,0,0,0
57,36,75,48,38,24,1,12,1,4,16,0,0,0,0
57,36,74,49,40,23,1,12,1,4,15,0,0,0,0
57,36,74,48,40,23,1,11,1,4,13,0,0,0,0
57,36,74,49,36,20,2,8,1,4,8,0,0,0,0
59,36,76,49,35,22,2,8,2,4,8,0,0,1,0
59,36,76,49,36,24,3,7,4,4,8,2,0,1,0
59,36,76,49,36,24,4,8,4,3,12,2,0,1,0
60,36,76,50,37,25,4,8,4,7,14,2,0,1,0
60,36,76,51,36,26,4,9,4,8,14,2,0,1,0
61,37,76,51,39,28,4,9,5,7,16,2,0,1,0
61,37,77,51,41,27,5,9,3,6,16,2,0,0,0
61,37,78,51,40,27,5,8,3,7,16,2,0,0,0
61,37,78,51,40,27,5,7,4,7,15,3,0,1,0
61,37,78,51,37,27,4,7,3,8,16,2,0,0,0
61,37,77,52,38,24,6,7,4,8,15,4,0,0,0
61,37,77,51,38,25,6,8,4,8,16,6,0,0,0
58,37,77,51,40,25,5,10,4,9,16,6,2,0,0
58,37,77,51,41,25,4,10,3,9,16,6,3,0,0
58,37,77,51,40,26,4,10,2,7,19,3,4,0,0
58,37,76,51,40,26,4,10,1,7,21,0,4,0,0
58,37,76,51,40,27,4,11,0,6,22,0,2,0,0
58,37,76,51,37,27,5,12,0,2,21,0,1,0,0
58,37,76,52,35,27,4,10,0,2,17,0,0,0,0
58,37,76,52,35,26,4,10,0,1,17,0,0,0,0
58,37,76,52,36,26,3,10,0,1,19,0,0,0,0
58,37,76,51,37,26,3,10,0,1,17,0,0,0,0
58,37,76,51,39,27,3,9,0,1,18,0,0,0,0
58,37,76,51,40,24,0,9,0,1,17,0,0,0,0
58,37,76,50,40,24,0,9,2,1,17,0,0,0,0
59,38,76,50,40,23,0,10,2,2,17,0,0,0,0
59,37,75,50,40,22,0,11,2,2,18,0,0,0,0
59,37,75,50,40,23,1,12,2,2,20,0,0,0,0
59,37,75,50,39,24,1,13,2,2,20,0,0,0,0
59,37,75,50,38,26,2,13,3,3,19,0,0,0,0
57,37,75,50,39,28,3,12,3,2,19,0,0,0,0
57,37,74,50,37,27,5,13,4,2,20,0,3,0,0
57,37,74,50,36,28,6,12,4,3,20,4,4,1,4
57,37,74,50,36,30,6,11,4,5,22,4,12,3,12
57,38,74,50,35,28,6,11,3,4,22,4,12,3,12
57,38,74,50,37,27,8,10,3,4,21,4,12,3,12
56,38,74,50,38,26,7,13,3,4,21,4,12,3,12
56,38,74,49,38,25,7,14,4,4,20,4,12,3,12
56,38,74,49,39,23,6,15,4,4,20,4,12,3,12
56,38,74,49,39,22,7,15,4,4,19,5,12,3,12
56,38,74,49,38,23,9,15,4,4,20,5,12,3,12
56,38,74,49,38,23,9,14,4,5,21,6,12,3,12
56,38,75,49,39,21,9,13,5,4,19,5,6,2,6
57,38,75,49,39,22,8,14,5,3,19,5,0,0,0
57,37,75,48,36,23,7,15,5,3,20,5,0,0,0
56,37,76,49,36,24,6,15,4,5,22,3,0,0,0
56,37,75,49,36,25,5,14,4,6,24,2,0,0,0
56,38,74,49,36,27,5,14,4,4,26,2,0,0,0
56,37,74,48,34,27,3,13,4,5,25,1,0,0,0
56,38,74,48,36,27,0,13,2,4,25,0,0,0,0
54,38,73,48,37,31,0,12,2,6,22,0,0,0,0
55,40,74,49,38,33,1,11,3,5,22,0,0,1,0
55,41,73,49,39,33,1,12,3,5,26,0,0,1,0
55,43,72,50,38,31,2,12,3,4,25,1,0,1,0
55,42,72,50,38,31,2,10,3,2,22,1,0,1,0
55,42,73,50,38,28,2,12,3,4,23,1,0,1,0
55,42,73,50,38,29,2,12,3,4,23,1,0,1,0
55,43,73,50,37,27,2,10,4,6,15,1,0,2,0
54,43,73,50,36,25,4,10,4,5,14,3,0,2,0
54,43,73,51,38,25,3,10,2,6,14,3,2,1,2
56,43,72,51,41,25,3,12,2,6,15,2,2,1,2
56,43,72,51,39,24,3,11,2,3,11,2,2,1,2
56,42,72,51,38,25,2,11,2,4,13,2,2,1,2
56,42,72,52,40,23,2,13,2,5,17,2,2,1,2
57,42,71,52,41,24,1,13,1,4,20,0,0,0,0
58,42,73,52,43,26,1,14,1,3,20,0,0,0,0
58,42,73,53,43,27,1,12,2,3,18,0,0,0,0
58,42,73,52,39,26,2,12,1,5,19,0,0,0,0
58,42,74,52,38,29,3,13,3,5,20,1,0,0,0
57,42,74,52,38,31,2,16,3,6,20,1,2,2,2
57,43,73,52,42,29,2,17,2,7,21,1,2,2,2
58,44,73,52,41,32,2,16,3,9,22,1,2,4,2
59,44,73,52,42,32,2,16,4,7,22,1,2,4,2
58,44,73,51,43,30,0,16,4,7,21,0,0,3,0
59,45,74,51,45,29,0,16,3,3,20,0,0,0,0
58,45,73,51,44,28,0,17,3,2,21,0,0,0,0
57,45,73,51,42,30,1,16,3,2,22,0,0,0,0
57,44,73,51,41,32,1,16,3,2,26,0,0,0,0
57,44,73,51,41,38,2,19,2,2,32,0,0,0,0
57,43,73,52,38,40,2,17,3,1,32,0,0,0,0
57,43,73,52,39,39,1,17,3,1,33,0,0,0,0
57,43,73,51,39,43,1,17,4,0,38,0,0,0,0
57,43,72,51,41,41,1,17,4,1,36,0,0,0,0
57,43,71,52,41,43,1,15,4,1,37,0,0,0,0
57,43,72,52,42,44,1,19,4,1,39,0,0,0,0
57,43,72,52,44,44,1,21,4,2,40,0,0,0,0
57,43,72,52,43,45,1,20,4,2,41,0,0,0,0
57,43,71,52,43,44,1,19,6,2,41,2,0,0,0
57,43,71,52,41,44,1,18,6,2,39,2,0,0,0
57,43,71,50,40,45,5,17,6,2,40,4,0,0,0
57,42,70,50,39,45,7,15,5,2,36,6,0,0,0
57,42,70,52,38,45,8,15,5,4,34,7,3,1,3
57,43,70,52,35,44,9,16,5,5,31,8,11,1,3
57,43,69,52,36,39,11,16,5,6,31,8,16,1,3
57,42,69,52,36,39,11,15,6,8,30,9,16,2,6
57,42,69,52,36,41,11,15,5,8,31,6,16,1,3
56,42,69,52,35,38,10,13,5,10,29,6,14,4,4
54,42,69,52,34,32,7,13,4,9,30,2,7,3,1
52,42,68,51,35,29,6,11,4,7,28,3,6,3,3
52,42,67,51,35,29,5,11,4,6,28,2,5,3,3
53,42,67,50,35,27,4,11,4,6,28,2,5,4,4
53,42,67,50,36,26,4,10,4,5,26,3,5,3,3
52,42,66,50,37,25,4,10,4,4,26,3,3,2,2
52,42,66,50,37,26,5,12,3,4,27,2,1,1,1
52,42,68,50,35,27,1,11,2,5,24,1,0,0,0
52,42,68,50,37,27,1,12,2,5,24,1,0,0,0
52,42,68,50,37,27,1,11,0,3,22,0,0,0,0
52,42,67,50,37,25,1,12,2,2,20,0,0,0,0
52,43,67,50,38,27,0,13,2,2,20,0,0,0,0
52,42,67,49,35,29,0,12,2,2,21,0,0,0,0
52,42,67,49,34,30,0,12,2,1,20,0,0,0,0
52,42,67,49,33,29,1,13,2,1,19,0,0,0,0
52,42,67,50,31,29,1,14,2,0,18,0,0,0,0
52,41,67,50,30,28,0,15,0,0,20,0,0,0,0
52,40,67,50,29,28,0,15,0,0,20,0,0,0,0
52,40,67,52,29,26,0,12,0,0,19,0,0,0,0
51,40,67,52,28,26,0,11,0,0,19,0,0,0,0
51,40,66,52,26,26,1,11,1,0,19,1,0,0,0
51,40,66,53,26,27,1,10,1,1,18,1,0,0,0
51,40,67,53,27,27,1,8,1,4,17,1,0,0,0
51,42,66,52,27,28,1,8,1,4,18,1,0,0,0
52,42,67,52,27,26,3,8,1,4,17,1,2,0,0
53,42,68,52,31,24,3,8,2,4,19,3,2,1,2
53,42,68,53,32,23,3,8,2,4,18,3,2,1,2
53,42,68,53,31,22,4,7,2,4,18,3,2,1,2
54,42,69,53,30,22,4,8,2,7,17,3,2,1,2
54,42,69,52,30,23,4,9,2,6,18,3,2,1,2
54,42,69,52,30,23,5,10,2,7,17,3,2,1,2
54,42,70,52,32,27,5,11,2,6,22,3,2,1,2
54,42,70,52,33,33,5,10,2,5,28,2,2,1,2
54,42,70,52,34,33,4,11,2,4,28,2,2,1,2
55,43,70,53,34,34,4,11,2,4,29,2,2,1,2
55,43,70,53,35,33,3,10,2,3,29,1,1,1,1
55,43,70,54,35,32,2,9,1,2,23,0,0,0,0
55,43,70,54,36,29,2,9,0,4,23,0,0,0,0
55,43,70,54,36,28,1,10,0,5,24,0,1,0,0
56,44,70,55,36,27,0,11,2,5,24,0,0,0,0
56,44,69,54,36,27,0,11,2,4,24,0,0,0,0
56,43,69,54,38,28,0,10,2,4,22,0,0,0,0
56,44,69,53,39,28,1,10,2,4,23,1,0,0,0
56,44,68,53,39,28,1,11,3,5,24,1,0,0,0
56,44,68,53,38,28,1,11,3,5,25,1,0,0,0
56,44,68,53,38,26,2,10,4,6,23,2,0,0,0
55,44,68,53,39,24,2,9,4,7,19,2,0,0,0
56,44,68,53,42,24,2,8,2,6,19,2,0,0,0
56,43,68,53,40,23,2,7,2,7,18,2,0,0,0
54,43,68,53,41,23,2,7,2,6,18,2,0,0,0
53,43,68,53,40,22,2,9,1,6,21,1,0,0,0
53,42,67,53,38,20,3,10,1,6,18,1,0,0,0
53,42,67,53,37,19,3,11,2,5,17,1,0,0,0
53,42,67,53,39,22,3,11,2,4,20,1,0,0,0
53,42,66,52,39,21,4,12,2,4,21,2,0,0,0
53,42,66,52,44,23,4,13,3,3,35,2,0,0,0
53,42,66,52,44,23,5,13,2,3,35,2,0,0,0
53,42,66,52,42,24,4,12,1,2,34,1,0,0,0
53,42,65,52,40,24,2,12,1,3,28,0,0,0,0
53,42,65,52,37,23,2,11,3,3,20,0,0,0,0
