StateWellNumber,County,AquiferCode,WellDepth,Date,Time,SampleNumber,EntityId,LabId,ReliabilityId,CollectionRemarks,LatitudeDD,LongitudeDD,ParameterCode,ParameterDescription,ParameterFlag,ParameterValue,ParameterUnit,PlusMinus
3808108,Cherokee,124WLCX,912,6/12/2018,1000,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9731556,-95.0953889,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3815502,Cherokee,124CRRZ,429,9/10/2009,1055,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8020056,-95.1787889,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1.02,ug/L,
3815502,Cherokee,124CRRZ,429,5/6/2014,1145,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8020056,-95.1787889,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3815502,Cherokee,124CRRZ,429,6/12/2018,1115,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8020056,-95.1787889,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3824804,Cherokee,124CRRZ,614,9/10/2009,1335,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.6522694,-95.0751583,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1.02,ug/L,
3824804,Cherokee,124CRRZ,614,5/6/2014,857,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.6522694,-95.0751583,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3824804,Cherokee,124CRRZ,614,6/12/2018,1400,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.6522694,-95.0751583,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7648801,Dimmit,124CRRZ,55,7/22/2014,1415,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.2758333,-100.0736111,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",,6.6,ug/L,
7648802,Dimmit,124CRRZ,120,5/14/2009,1007,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.2725,-100.0677778,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",,4.1,ug/L,
7648802,Dimmit,124CRRZ,120,7/22/2014,1535,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.2725,-100.0677778,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",,2,ug/L,
7648805,Dimmit,124CRRZ,297,5/14/2009,1101,1,1,23,1,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.281389,-100.079722,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",,2.6,ug/L,
7648806,Dimmit,124CRRZ,300,5/14/2009,909,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.275833,-100.070278,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",,8.4,ug/L,
7718704,Dimmit,124CRRZ,1022,7/14/2010,957,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.6341083,-99.8564583,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7718704,Dimmit,124CRRZ,1022,8/14/2018,1200,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.6341083,-99.8564583,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7718714,Dimmit,124CRRZ,960,6/16/2011,0,1,7,23,3,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.626389,-99.841667,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7725608,Dimmit,124CRRZ,,5/24/2011,0,1,7,23,3,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.578611,-99.884167,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7726117,Dimmit,124CRRZ,,9/4/2012,1830,1,7,23,14,Analysis Balanced.  Undocumented sample collection,28.589445,-99.852778,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7726417,Dimmit,124CRRZ,720,9/4/2012,1800,1,7,23,14,Analysis Balanced.  Undocumented sample collection,28.560834,-99.846111,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7726430,Dimmit,124CRRZ,300,7/14/2010,1337,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.5738889,-99.8583333,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7726431,Dimmit,124CRRZ,455,5/3/2018,1015,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.5713111,-99.8579694,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7726611,Dimmit,124CRRZ,768,7/15/2010,950,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.5483833,-99.7837306,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7726611,Dimmit,124CRRZ,768,5/3/2018,845,1,1,23,7,Analysis Balanced.  faucet at well; pumping time 07:45,28.5483833,-99.7837306,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7726615,Dimmit,124CRRZ,700,6/14/2011,0,1,7,23,3,Analysis Balanced.  ,28.555278,-99.751945,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7726817,Dimmit,124CRRZ,536,7/14/2010,1442,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.5014028,-99.8313639,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7726817,Dimmit,124CRRZ,536,5/3/2018,1130,1,1,23,7,Analysis Balanced.  faucet at well; pumping time 11:02,28.5014028,-99.8313639,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7728506,Dimmit,124CRRZ,1508,7/15/2010,1257,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.564,-99.5667583,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7728506,Dimmit,124CRRZ,1508,5/2/2018,1500,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.564,-99.5667583,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7729402,Dimmit,124CRRZ,1340,6/7/2011,1200,1,7,23,3,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.5466667,-99.4786111,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7733325,Dimmit,124CRRZ,,8/29/2012,1600,1,7,23,14,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.458889,-99.899167,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7733617,Dimmit,124CRRZ,300,8/26/2010,1532,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.425,-99.883055,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7734104,Dimmit,124CRRZ,410,6/7/2011,1400,1,7,23,3,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.481667,-99.8375,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7734217,Dimmit,124CRRZ,460,10/23/2012,1000,1,7,23,14,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.4794444,-99.8180556,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7734411,Dimmit,124CRRZ,320,8/26/2010,1437,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.423611,-99.87,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7734412,Dimmit,124CRRZ,1235,8/16/2012,900,1,12,23,14,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.4419444,-99.8658333,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7734606,Dimmit,124CRRZ,673,7/15/2010,1127,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.4347556,-99.7643222,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7734606,Dimmit,124CRRZ,673,5/2/2018,1645,1,1,23,7,Analysis Balanced.  faucet at well; pumping time 16:20,28.4347556,-99.7643222,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7741202,Dimmit,124CRRZ,747,8/16/2012,900,1,12,23,14,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.3547222,-99.9266667,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7742101,Dimmit,124CRRZ,932,8/16/2012,900,1,12,23,14,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.3547222,-99.8622222,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
6715606,Fayette,124CRRZ,2005,7/22/2014,1212,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.8300639,-97.1535306,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
6715606,Fayette,124CRRZ,2005,7/30/2020,1535,1,1,23,7,Analysis Balanced.  ,29.8300639,-97.1535306,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
1763501,Franklin,124WLCX,440,5/12/2010,940,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,33.0484556,-95.2054417,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
1763501,Franklin,124WLCX,440,8/19/2014,1115,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,33.0484556,-95.2054417,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
1763501,Franklin,124WLCX,440,8/1/2018,1425,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,33.0484556,-95.2054417,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3907604,Freestone,124WLCX,333,7/29/2010,930,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.941667,-96.154167,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3907604,Freestone,124WLCX,333,6/10/2014,930,1,1,23,7,Analysis Unbalanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.941667,-96.154167,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3922513,Freestone,124WLCX,340,8/26/2010,1010,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.6776,-96.3308833,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3922513,Freestone,124WLCX,340,6/10/2014,1040,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.6776,-96.3308833,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3922513,Freestone,124WLCX,340,6/28/2018,1220,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.6776,-96.3308833,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3923101,Freestone,124WLCX,242,4/6/1994,1020,1,3,2,13,Analysis Balanced.  ,31.7466667,-96.2494444,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3923903,Freestone,124CZWX,715,6/10/2014,1330,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.6620833,-96.1568306,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3923903,Freestone,124CZWX,715,6/13/2018,1350,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.6620833,-96.1568306,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3924603,Freestone,124CRRZ,21,4/5/1994,1330,1,3,2,13,Analysis Balanced.  ,31.685,-96.028055,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3930609,Freestone,124WLCX,472,7/29/2010,1420,1,1,23,7,Analysis Balanced.  ,31.546667,-96.251112,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3931105,Freestone,124WLCX,630,7/29/2010,1330,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.619722,-96.242778,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3931105,Freestone,124WLCX,630,6/10/2014,1410,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.619722,-96.242778,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
3931411,Freestone,124WLCX,395,4/4/1994,1510,1,3,2,13,Analysis Balanced.  ,31.5511111,-96.2211111,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
6857622,Frio,124CRRZ,691,7/19/2010,1125,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.072222,-98.910556,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",,1.9,ug/L,
6857623,Frio,124CRRZ,717,7/22/2010,830,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0492194,-98.9097583,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
6857623,Frio,124CRRZ,717,8/4/2014,1221,1,1,23,7,Analysis Unbalanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0492194,-98.9097583,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
6857623,Frio,124CRRZ,717,4/30/2018,1325,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0492194,-98.9097583,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
6857901,Frio,124CRRZ,720,8/8/2014,800,1,1,23,7,Analysis Unbalanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0264722,-98.9072167,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
6857918,Frio,124CRRZ,839,7/21/2010,1130,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0240417,-98.9075528,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
6857918,Frio,124CRRZ,839,5/16/2018,1200,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0240417,-98.9075528,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
6857919,Frio,,800,4/30/2018,1145,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0266056,-98.90765,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
6961608,Frio,124CZWX,340,7/20/2010,1005,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0491667,-99.3875,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
6961608,Frio,124CZWX,340,8/6/2014,950,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0491667,-99.3875,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
6961608,Frio,124CZWX,340,5/15/2018,1215,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0491667,-99.3875,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
6961609,Frio,124CRRZ,382,7/20/2010,1035,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0497222,-99.3936111,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
6961609,Frio,124CRRZ,382,8/6/2014,1025,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0497222,-99.3936111,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
6961609,Frio,124CRRZ,382,5/15/2018,1115,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0497222,-99.3936111,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
6963609,Frio,124CRRZ,450,7/21/2010,1525,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0694444,-99.1325,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",,4.1,ug/L,
6963610,Frio,124CZWX,500,7/21/2010,1620,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0616667,-99.135,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",,3.3,ug/L,
6964507,Frio,124CRRZ,340,7/20/2010,1510,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0716667,-99.0661111,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",,1.7,ug/L,
6964611,Frio,124CRRZ,462,7/19/2010,1410,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,29.0644806,-99.0111917,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",,2.1,ug/L,
6964611,Frio,124CRRZ,462,4/30/2018,1435,1,1,23,7,Analysis Balanced.  installed faucet at well; pumping time 14:15,29.0644806,-99.0111917,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",,2.32,ug/L,
7706205,Frio,124CRRZ,1115,7/20/2010,830,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.9588889,-99.3294444,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7706205,Frio,124CRRZ,1115,8/6/2014,820,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.9588889,-99.3294444,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7708406,Frio,124CRRZ,1507,7/23/2010,815,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.926111,-99.087778,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7708715,Frio,124CRRZ,,7/23/2010,915,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.896389,-99.085556,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7708716,Frio,124CRRZ,1572,7/23/2010,950,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.8994306,-99.109725,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7708716,Frio,124CRRZ,1572,8/7/2014,1040,1,1,23,7,Analysis Unbalanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.8994306,-99.109725,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7708716,Frio,124CRRZ,1572,5/1/2018,1115,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.8994306,-99.109725,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7708719,Frio,124CRRZ,1424,8/7/2014,1120,1,1,23,7,Analysis Unbalanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.8890722,-99.0901083,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7708719,Frio,124CRRZ,1424,5/1/2018,935,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.8890722,-99.0901083,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7708814,Frio,124CRRZ,1432,8/7/2014,1155,1,1,23,7,Analysis Unbalanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.8953083,-99.0825722,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7708814,Frio,124CRRZ,1432,5/1/2018,1025,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.8953083,-99.0825722,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7714910,Frio,124CRRZ,1649,7/22/2010,1450,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.7635444,-99.2583889,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7714910,Frio,124CRRZ,1649,4/30/2018,1740,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.7635444,-99.2583889,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7715912,Frio,124CRRZ,1600,7/22/2010,1030,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.7673306,-99.1326667,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7715912,Frio,124CRRZ,1600,5/1/2018,1255,1,1,23,7,Analysis Balanced.  faucet at well; POA,28.7673306,-99.1326667,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7716409,Frio,124CRRZ,1392,7/22/2010,945,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.828333,-99.110278,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7723803,Frio,124CRRZ,2082,7/22/2010,1120,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.6614806,-99.1704306,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7723803,Frio,124CRRZ,2082,8/5/2014,1055,1,1,23,7,Analysis Unbalanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.6614806,-99.1704306,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7723803,Frio,124CRRZ,2082,5/1/2018,1505,1,1,23,7,Analysis Unbalanced.  faucet at well; POA,28.6614806,-99.1704306,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7723809,Frio,124CRRZ,2052,7/22/2010,1320,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.6566667,-99.1909417,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7723809,Frio,124CRRZ,2052,8/5/2014,1130,1,1,23,7,Analysis Unbalanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.6566667,-99.1909417,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
7723809,Frio,124CRRZ,2052,5/1/2018,1420,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,28.6566667,-99.1909417,22703,"URANIUM, NATURAL, DISSOLVED (UG/L AS U)",<,1,ug/L,
