Year	MUNICIPALITY_NAME	Cattle [#/km2]	Pork  [#/km2]	Poultry [#/km2]	Crops [%]	Flood control	Campsites [#/km2]	Outdoor activities [#/km2]	Human population [#/km2]	Distance from Montreal [km]	Soil capacity for agriculture																					CSDNAME	Year	CDNAME	gr	sept_gr	carbon	hunts	camp	outdo	modif.catt	modif.pig	modif.poult	modif.crop	modif.flood
1981	Dundee	28.17	NA	0	28.65	0	0.000000	0.0000	4.96	81.61	2																					Noyan	1986	Le_Haut_Richelieu	3	4	0.498477324	0.113815521	0	0	1.661367497	0	0.001550434	1.374837367	0
1981	Dunham	24.74	43.63	441.33	24.21	0	0.088491	0.0049	14.15	83.27	3																					Noyan	1991	Le_Haut_Richelieu	5	7	0.484628495	0.374758423	0	0	1.614082636	0	0.002534158	1.429607457	2.240563245
1981	Elgin	29.28	3.57	0.15	28.61	0	0.000000	0.0000	6.23	69.88	2																					Noyan	1996	Le_Haut_Richelieu	5	7	0.484651205	1.340802358	0	0	1.613526344	0.058516328	0	1.15215371	2.240563245
1981	Farnham	46.3	69.8	0	36.04	1.6	0.000000	0.0000	82.53	63.75	3																					Noyan	2001	Le_Haut_Richelieu	3	4	0.515274606	1.177019047	0	0	1.577089186	0	0	1.306374754	0
1981	Franklin	23.64	18.34	14.25	29.1	0	5.899403	0.0000	14.6	54.58	4																					Noyan	2006	Le_Haut_Richelieu	3	4	0.593227854	1.171467071	0	0	1.331486055	0.305359465	0	1.367630776	0
1981	Frelighsburg	9.96	24.76	NA	13.46	0	0.374007	0.0000	7.88	87.55	4																					Ormstown	1971	Le_Haut_Saint_Laurent	4	4	0.509643905	0.019431918	0	0	0.978796622	0.048669118	0.093255942	0.63742296	0
1981	Godmanchester	39.62	1.16	0.29	47.04	0.8	0.000000	0.0000	11.58	64.82	2																					Ormstown	1976	Le_Haut_Saint_Laurent	4	7	0.770886861	0.013879942	0	0	1.037485479	0.038150308	1.002810127	0.754169731	0.274354683
1981	Granby	52.88	209.24	1403.52	37.69	0	14.491536	0.0381	525.07	78.71	4																					Ormstown	1981	Le_Haut_Saint_Laurent	4	4	0.966689037	0.04996779	0	0	0.979909207	0.121515797	0.31415004	0.716154964	0
1981	Havelock	11.62	NA	0	11.82	0	2.711791	0.0000	7.29	53.51	7																					Ormstown	1986	Le_Haut_Saint_Laurent	4	6	1.112173811	0.260942902	0	0	0.804398929	0.139204143	0.503987338	0.676879044	0
1981	Hemmingford	17.59	5.11	NA	19.59	0	1.975339	0.0000	15.19	52.7	2																					Ormstown	1991	Le_Haut_Saint_Laurent	4	6	1.222464558	0.408070283	0	0	0.803842636	0.146269015	0.500619154	0.768582913	0
1981	Henryville	56.77	NA	0	67.8	0.8	0.597282	0.0000	20.55	56.76	2																					Ormstown	1996	Le_Haut_Saint_Laurent	1	1	1.312684658	0.805036613	0	0	0.735974954	0.100149232	0	0.726064027	0.640160927
1981	Hinchinbrooke	32.59	2.35	0.35	30.48	0	0.186783	0.0021	13.17	61.28	7																					Ormstown	2001	Le_Haut_Saint_Laurent	4	1	1.397957484	0.838348472	0	0	0.72735242	0.079545225	0.344974657	0.783536589	0
1981	La Presentation	NA	193.93	4314.6	63.96	0	0.000000	0.0000	16.25	53.82	4																					Ormstown	2006	Le_Haut_Saint_Laurent	1	1	1.493406416	1.099291374	0	0	0.790213471	0.127691019	0	0.783176259	1.280321854
1981	Lac Brome	15.53	53.74	17.09	11.02	0.8	0.534436	0.0124	19.9	94.39	5																					Richelieu	1971	Rouville	3	4	0.225774514	0	0	0	1.069472296	0	0.000513247	0.844432281	0
1981	Lacolle	50.21	NA	0	49.83	0	0.000000	0.0000	16.8	56.42	2																					Richelieu	1976	Rouville	3	7	0.230899788	0	0	0	1.152638023	0	0.00141143	1.165125574	0.685886708
1981	Les Cedres	21.08	0.5	0	32.17	0	0.000000	0.0220	38	36.92	3																					Richelieu	1981	Rouville	5	7	0.25459415	0	0	0	0.733958393	0	0	1.127110807	2.560643708
1981	Longueuil	0	NA	0	7.35	0	0.732755	0.0126	1701.32	20.69	2																					Richelieu	1986	Rouville	3	2	0.287792259	0.01665593	0	0	0.733958393	0	0	1.086213404	0
1981	Marieville	67.39	NA	11.61	72.69	0	2.344594	0.0000	107.91	43.36	2																					Richelieu	1991	Rouville	4	2	0.321428777	0.036087848	0	0	0.092900844	0	0.000507901	1.249803016	0
1981	Mont Saint Gregoire	38.23	246.81	NA	47.58	0	1.676996	0.0061	30.56	47.8	4																					Richelieu	1996	Rouville	5	2	0.334315379	0.147127381	0	0	0.62082241	0	0	1.075403518	0.960241391
1981	Mont Saint Hilaire	5.43	NA	0	18.5	0	7.315480	0.0181	197.3	42.17	4																					Richelieu	2001	Rouville	4	2	0.334315379	0.469142026	0	0	0.733958393	0	0	1.197375068	0
1981	Notre Dame de Stanbridge	NA	76.11	0	48.81	0	0.000000	0.0000	18.77	63.95	2																					Richelieu	2006	Rouville	5	2	0.334315379	0.496901909	0	0	0.733958393	0	0	1.173953647	1.280321854
1981	Noyan	NA	NA	3.45	76.76	0.8	0.000000	0.0000	14.88	60.59	2																					Rigaud	1971	Vaudreuil_Soulanges	2	3	1.043024832	0	0.417955046	1.093906313	0.865869248	0.030457448	0.273277388	0.514370421	1.072269553
1981	Ormstown	35.23	23.22	587.6	39.75	0	0.000000	0.0000	25.38	50.44	2																					Rigaud	1976	Vaudreuil_Soulanges	2	3	1.043024832	0.019431918	0.5123321	2.176535241	0.876716951	0.024491556	0.261274889	0.56986117	0.976245414
1981	Richelieu	NA	NA	0	62.56	1.6	0.000000	0.0000	91.68	38.89	2																					Rigaud	1981	Vaudreuil_Soulanges	2	3	1.08760562	0.038863836	0.5123321	0.733030003	0.874213635	0.013737251	0	0.569500841	2.560643708
1981	Rigaud	31.43	NA	0	31.61	1.6	1.835040	0.0065	45.84	49.92	7																					Rigaud	1986	Vaudreuil_Soulanges	7	5	1.198603608	0.069399708	0.5123321	0	0.789935324	0.013737251	0.002373768	0.621388295	0.640160927
1981	Rougemont	NA	168.48	0	43.34	0	6.791621	0.0148	45.58	51.25	4																					Rigaud	1991	Vaudreuil_Soulanges	2	3	1.337088536	0.091607615	0.5123321	3.270441554	0.713762989	0.013737251	0.077371248	0.581468929	1.280321854
1981	Roxton	25.6	223.67	NA	22.56	0	0.000000	0.0000	6.93	92.7	7																					Rigaud	1996	Vaudreuil_Soulanges	2	3	1.479321811	0.213751101	0.5123321	3.270441554	0.602464758	0.013737251	0.001202923	0.545358762	0.960241391
1981	Roxton Pond	24.22	288.12	261.21	16.83	0	0.000000	0.0000	NA	83.9	5																					Rigaud	2001	Vaudreuil_Soulanges	2	3	1.601564841	0.352550517	0.55277921	3.270441554	0.514014253	0	0.002817513	0.642467573	0
1981	Saint Aime	51.83	137.17	0	66.89	0	0.000000	0.0000	9.3	74.11	4																					Rigaud	2006	Vaudreuil_Soulanges	2	3	1.680079034	0.274822844	0.792766248	3.270441554	0.473126756	0	0.000652252	0.607335443	0.320080464
1981	Saint Alexandre	NA	62.46	0	67.01	0	0.000000	0.0000	18.36	55.14	3																					Rougemont	1971	Rouville	7	5	0.795550729	0	1.502168249	0	0.395802101	0.006750878	0.549869497	0.842630634	0
1981	Saint Alphonse	37.88	833.77	13275.52	43.64	0	0.771605	0.0000	24.11	72.45	3																					Rougemont	1976	Rouville	2	3	0.885168631	0	1.619140192	0.823249081	0.307351596	0.040609931	0.30436092	0.95955757	0.365806244
1981	Saint Amable	NA	NA	12.3	18.68	0	0.000000	0.0000	108.91	35.56	4																					Rougemont	1981	Rouville	2	3	1.000515764	0	1.89617962	1.669052931	0.26987139	0.881696018	0	0.780834117	0
1981	Saint Anicet	42.35	NA	NA	38.17	0	0.389243	0.0000	14.01	68.45	2																					Rougemont	1986	Rouville	2	3	1.120775906	0	2.050090321	2.492302012	0.26987139	0.521753876	0	0.803174549	0
1981	Saint Antoine sur Richelieu	34.05	NA	10.06	66.03	1.6	0.000000	0.0000	21.92	51.04	2																					Rougemont	1991	Rouville	7	5	1.225132834	0	2.043933815	0	0.26987139	0.423508545	0	0.877582599	0
1981	Saint Armand	38.76	6.93	19.41	36.02	0	0.000000	0.0000	14.7	75.56	3																					Rougemont	1996	Rouville	2	3	1.234622109	0.319238657	2.216313755	2.492302012	0.26987139	0.423508545	0	0.800652242	0
1981	Saint Barnabe Sud	NA	154.08	0	91.26	0	0.000000	0.0000	14.34	65.44	2																					Rougemont	2001	Rouville	2	3	1.234622109	0.71065301	2.216313755	2.492302012	0.1960931	0.576388885	0	0.956134439	0
1981	Saint Basile le Grand	NA	NA	0	24.84	1.6	0.000000	0.0000	204.44	33.18	2																					Rougemont	2006	Rouville	2	3	1.234622109	0.949388005	2.296347219	7.46562865	0.180238764	0.513851685	0	0.801012572	2.560643708
1981	Saint Bernard de Lacolle	32.56	11.43	1.58	32.23	0	3.787103	0.0000	12.72	53.76	2																					Roxton	1971	Acton	4	4	1.006617257	0	0	0	0.853630813	0.233193106	0.010302368	0.476896149	0
1981	Saint Bernard de Michaudville	11.61	45.66	0	37.9	0	0.000000	0.0000	7.49	60.95	4																					Roxton	1976	Acton	4	7	1.404681232	0	0	0	0.798001565	0.231884797	0.050891665	0.4244682	1.051692952
1981	Saint Blaise sur Richelieu	31.12	NA	0	62.19	0.8	0.000000	0.0000	22.41	44.78	2																					Roxton	1981	Acton	4	1	1.729632046	0.013879942	0	0	0.712054377	1.170518449	0.011855475	0.406451723	0
1981	Saint Cesaire	43.37	315.82	1610.91	78.97	0	0.000000	0.0038	53.43	57.38	2																					Roxton	1986	Acton	1	1	1.984655665	0.291478774	0	0	0.615259485	1.099032411	0.011855475	0.387534422	0
1981	Saint Charles sur Richelieu	NA	NA	1.12	53.23	1.6	0.000000	0.0000	21.46	46.29	4																					Roxton	1991	Acton	1	1	2.172938057	0.999355795	0	0	0.686743069	1.119232712	0.006436975	0.384291456	0
1981	Saint Chrysostome	37.76	23.08	0	35.41	0	0.955137	0.0000	14.62	45.18	2																					Roxton	1996	Acton	1	1	2.297665188	2.470629604	0	0	1.149300268	1.127553561	0.003501843	0.314747855	1.280321854
1981	Saint Clet	NA	NA	0	78.27	0.8	0.000000	0.0000	26.58	45.72	2																					Roxton	2001	Acton	1	1	2.362023024	3.189610579	0	0	1.028862945	1.185223849	0	0.426089683	0.960241391
1981	Saint Constant	NA	29.26	NA	51.43	0	0.000000	0.0000	161.99	19.71	2																					Roxton	2006	Acton	1	1	2.369197531	3.65042464	0	0	0.730412029	1.108295243	0	0.401947604	5.121287416
1981	Saint Cyprien de Napierville	36.28	7.18	NA	73.1	0	0.000000	0.0000	10.86	43.9	2																					Roxton_Pond	1971	La_Haute_Yamaska	4	4	0.713901622	0.002775988	0	0	0.784650546	0.117904863	0.416623046	0.513649762	0
1981	Saint Damase	NA	265.03	1814.66	100.7	0	0.000000	0.0081	28.36	54.1	3																					Roxton_Pond	1976	La_Haute_Yamaska	2	3	1.204576655	0	0.105515497	1.060074159	0.853074521	0.356959196	0.240985587	0.424288036	0.365806244
1981	Saint David	35.44	83.26	0	58.91	0	0.000000	0.0000	10.57	82.82	2																					Roxton_Pond	1981	La_Haute_Yamaska	4	1	1.530452596	0.008327965	0	0	0.673670196	1.507800668	0.139651348	0.303217309	0
1981	Saint Denis sur Richelieu	32.98	60.6	528.61	68.58	0	0.000000	0.0000	22.82	52.52	2																					Roxton_Pond	1986	La_Haute_Yamaska	1	1	1.731181112	0.227631042	0	0	0.702597405	1.54998057	0.192553231	0.37762536	0
1981	Saint Dominique	NA	700.36	4634.6	54.6	0	0.000000	0.0000	28.24	69.01	3																					Roxton_Pond	1991	La_Haute_Yamaska	1	1	1.846413875	0.707877021	0.044844135	0	0.664213223	1.492676609	0.233014216	0.322675105	0
1981	Saint edouard	30.47	44.74	NA	65.59	0	0.000000	0.0000	20.82	33.94	2																					Roxton_Pond	1996	La_Haute_Yamaska	1	1	1.915802553	2.001487578	0	0	0.684517899	2.03253749	0	0.409514524	0
1981	Saint etienne de Beauharnois	65.95	NA	0	66.14	0	0.000000	0.0000	18.88	34.91	2																					Roxton_Pond	2001	La_Haute_Yamaska	1	1	1.978998814	2.817628144	0.176738437	0.530037079	0.75767036	2.023483987	0.174689633	0.376544371	1.280321854
1981	Saint Georges de Clarenceville	33.32	34.06	0.33	44.59	0.8	0.000000	0.0000	13.05	63.76	3																					Roxton_Pond	2006	La_Haute_Yamaska	1	1	2.07565433	3.042483198	0.237409799	0	0.781312791	1.895321977	0	0.51094729	1.280321854
1981	Saint Gerard Majella	35.28	9.87	0	46.22	0	0.000000	0.0255	7.83	87.2	2																					Saint_Aime	1971	Le_Bas_Richelieu	3	4	0.148795742	0	0	0	1.677499979	0.45162848	0.106958572	0.993969041	0
1981	Saint Hugues	32.35	935.23	1413.59	69.91	0	0.000000	0.0000	14.12	74.93	2																					Saint_Aime	1976	Le_Bas_Richelieu	3	7	0.179448123	0	0	0	1.673884078	0.420543044	0.026977555	1.117381909	0.091451561
1981	Saint Hyacinthe	12.03	218.16	819.32	69.41	0	0.234085	0.0076	244.07	61.5	2																					Saint_Aime	1981	Le_Bas_Richelieu	3	4	0.197181587	0	0	0	1.441631967	0.717843321	0	1.205122153	0
1981	Saint Ignace de Stanbridge	40.56	149.7	NA	41.22	0	0.000000	0.0000	10.83	70.77	3																					Saint_Aime	1986	Le_Bas_Richelieu	3	4	0.204611638	0	0	0	1.130664469	0.805971057	0.022322688	1.256469112	0
1981	Saint Isidore	48.77	13.42	0	79.36	0	0.000000	0.0000	41.19	23.98	2																					Saint_Aime	1991	Le_Bas_Richelieu	3	4	0.204611638	0	0	0	1.222730875	0.98510481	0	1.384746429	0
1981	Saint Jacques le Mineur	16.17	58.33	1221.13	66.88	0	0.000000	0.0000	16.99	34.34	2																					Saint_Aime	1996	Le_Bas_Richelieu	5	7	0.199668161	0.205423136	0	0	1.045829866	0.894831446	0	1.287997947	0.640160927
1981	Saint Jean Baptiste	22.75	59.97	2855.96	64.92	0	19.056578	0.0090	48.96	45.67	2																					Saint_Aime	2001	Le_Bas_Richelieu	3	4	0.192525642	0.227631042	0	0	0.900637528	1.283399403	0	1.356280396	0
1981	Saint Jean sur Richelieu	NA	7.77	3.11	48	0.8	0.000000	0.0085	263.9	38.25	2																					Saint_Aime	2006	Le_Bas_Richelieu	3	4	0.185864048	0.161007323	0	0	1.29898268	1.560865706	0.022322688	1.436814048	0
1981	Saint Joachim de Shefford	25.82	219.68	0.24	15.6	0	0.000000	0.0000	7.99	93.23	5																					Saint_Alexandre	1971	Le_Haut_Richelieu	5	7	0.1166375	0.002775988	0	0	1.462771081	0.098594213	0.143874944	1.009102882	1.072269553
1981	Saint Jude	25.62	90.67	3264.05	32.41	0	0.000000	0.0000	13.94	63.23	4																					Saint_Alexandre	1976	Le_Haut_Richelieu	3	7	0.188059178	0	0	0	1.736466982	0.099536196	0.241258249	1.086573733	0.290358706
1981	Saint Liboire	63.61	524.22	794.3	64.66	0	2.397443	0.0000	25	75.27	3																					Saint_Alexandre	1981	Le_Haut_Richelieu	3	4	0.239556604	0	0	0	1.480961845	0.326868075	0	1.20728413	0
1981	Saint Louis	25.73	136.75	0	45.24	0	0.000000	0.0000	14.21	68.51	4																					Saint_Alexandre	1986	Le_Haut_Richelieu	3	4	0.272501951	0.002775988	0	0	1.552056025	0.369518968	0	1.24619972	0
1981	Saint Louis de Gonzague	44.81	NA	NA	59.8	0	0.000000	0.0000	14.51	42.01	2																					Saint_Alexandre	1991	Le_Haut_Richelieu	3	4	0.288267397	0.013879942	0	0	1.47473137	0.280867909	0.055246628	1.150352062	0
1981	Saint Marc sur Richelieu	49.93	0	0	57.39	1.6	2.805836	0.0000	24.56	42.03	3																					Saint_Alexandre	1996	Le_Haut_Richelieu	5	7	0.288225115	0.352550517	0	0	1.480961845	0.489621791	0	1.150171898	0.960241391
1981	Saint Marcel de Richelieu	29.21	172.59	0	83.83	0	0.000000	0.0000	12.49	74.44	2																					Saint_Alexandre	2001	Le_Haut_Richelieu	3	4	0.273747283	0.538541734	0	0	1.480961845	1.154766401	0	1.284214487	0
1981	Saint Mathias sur Richelieu	29.67	148.98	17.88	53.64	1.6	1.087179	0.0000	59.51	37.51	2																					Saint_Alexandre	2006	Le_Haut_Richelieu	3	4	0.246206076	0.591285512	0	0	1.178783769	0.539023563	0.001593205	1.121165369	0
1981	Saint Mathieu	NA	42.45	0	52.4	0.8	0.000000	0.0000	44.31	25.3	2																					Saint_Alphonse	1971	La_Haute_Yamaska	6	6	0.521799699	0	0	0	1.475009516	0.277466304	4.508245545	0.711650845	0
1981	Saint Mathieu de Beloeil	36.12	0	115.4	81.55	0	0.000000	0.0000	36.73	36.69	2																					Saint_Alphonse	1976	La_Haute_Yamaska	6	6	0.652137511	0.058295755	0	0	1.307565479	1.327463271	5.634288457	0.756331708	0.365806244
1981	Saint Michel	8.01	47.14	0	61.17	0	0.000000	0.0000	28.58	32.55	2																					Saint_Alphonse	1981	La_Haute_Yamaska	6	6	0.728059779	0.138799416	0.215427462	0	1.053617961	4.36331724	7.097524068	0.78623906	0
1981	Saint Nazaire dActon	38.99	659.31	2536.62	48.74	0	0.000000	0.0000	15.35	88.72	3																					Saint_Alphonse	1986	La_Haute_Yamaska	6	6	0.766965384	0.391414353	0.226198765	0	1.059459032	3.679542301	7.659957428	1.060269677	0
1981	Saint Ours	NA	NA	44.72	51.03	0	3.487230	0.0000	17.86	62.37	2																					Saint_Alphonse	1991	La_Haute_Yamaska	6	6	0.786253206	0.621821384	0.619353849	0	0.890067971	2.853213947	9.498505034	0.938298127	2.560643708
1981	Saint Patrice de Sherrington	19	4.94	0.91	49.24	0	0.000000	0.0000	20.51	41.96	0																					Saint_Alphonse	1996	La_Haute_Yamaska	6	6	0.80332213	1.168691082	0.597811242	0	0.773524696	2.873675909	8.358310401	0.896139571	0
1981	Saint Paul dAbbotsford	20.28	394.34	3778.57	30.5	0	0.000000	0.0082	31.05	65.21	4																					Saint_Alphonse	2001	La_Haute_Yamaska	6	6	0.835571035	1.698904851	0.613968197	0	1.093207442	2.255630446	8.204956423	1.169629693	0
1981	Saint Paul de lIle aux Noix	NA	0	0	66.95	0.8	3.521356	0.0000	43.82	53.19	2																					Saint_Alphonse	2006	La_Haute_Yamaska	6	6	0.900398805	1.9487438	0.646282386	0	1.093207442	2.498923702	12.21627178	0.896319735	0
1981	Saint Philippe	10.56	18.47	0	58.58	0	4.671442	0.0000	48.58	26.6	2																					Saint_Amable	1971	Lajemmerais	4	2	0.438341055	0	0	0	0.048397446	0.057408626	0.02203755	0.302136321	0
1981	Saint Pie	26.28	422.03	1512.88	68.78	0	0.826156	0.0000	34.15	63.19	2																					Saint_Amable	1976	Lajemmerais	4	2	0.62587118	0	0	0	0.022807992	0.029253803	0.002726626	0.297452037	0.182903122
1981	Saint Pierre de Veronne a Pike River	87.17	NA	NA	105.18	0.8	0.000000	0.0000	14.83	66.91	2																					Saint_Amable	1981	Lajemmerais	4	2	0.768084295	0	0	0	0.060543165	0.021665607	0.006575979	0.336547792	0
1981	Saint Polycarpe	30.11	29.83	0.11	75.11	0	1.413864	0.0000	20.52	55.02	2																					Saint_Amable	1986	Lajemmerais	4	2	0.866696477	0.06662372	0	0	0	0.021665607	0	0.382309644	0
1981	Saint Remi	15.48	37.95	NA	53.59	0	0.000000	0.0000	62.48	28.98	2																					Saint_Amable	1991	Lajemmerais	4	2	0.923423807	0.285926797	0	0	0	0.021665607	0.004477165	0.40483024	0
1981	Saint Robert	22.42	86.43	2.2	51.85	0	0.000000	0.0000	26.56	76.2	4																					Saint_Amable	1996	Lajemmerais	2	3	0.923423807	0.521885804	0	2.977229552	0	0.021665607	0	0.50302004	1.280321854
1981	Saint Roch de Richelieu	NA	NA	14.8	26.83	1.6	4.061060	0.0000	46.26	60.6	2																					Saint_Amable	2001	Lajemmerais	2	3	0.918088222	0.588509524	0	2.977229552	0.060543165	0	0	0.431674791	0
1981	Saint Sebastien	56.46	151.97	NA	74.23	0.8	0.000000	0.0000	11.88	60.24	2																					Saint_Amable	2006	Lajemmerais	2	3	0.859457465	0.718980975	0	5.965736489	0.292053553	0	0	1.097563784	0
1981	Saint Simon	42.95	356.62	10.32	56.79	0	0.000000	0.0000	16.31	71.19	2																					Saint_Anicet	1971	Le_Haut_Saint_Laurent	4	4	0.44160866	0.005551977	0	0	0.989922472	0.022764587	0.006896759	0.461762308	0
1981	Saint Stanislas de Kostka	42.34	NA	0	44.96	0	0.000000	0.0000	22.07	49.38	2																					Saint_Anicet	1976	Le_Haut_Saint_Laurent	7	5	0.561195664	0	0.132384846	0	1.159591679	0.002825949	0.09595049	0.612199892	0.137177342
1981	Saint Telesphore	31.31	NA	0.21	49.8	0	0.000000	0.0000	12.32	61.32	2																					Saint_Anicet	1981	Le_Haut_Saint_Laurent	7	5	0.731023066	0.005551977	0.108674298	0	1.17794933	0.058206695	0.017665148	0.687688931	0
1981	Saint Theodore dActon	44.18	254.36	0	38.08	0	0.000000	0.0000	17.63	91.28	4																					Saint_Anicet	1986	Le_Haut_Saint_Laurent	7	5	0.91880534	0.183215229	0.24698699	0	0.743763048	0.058206695	0.017665148	0.692012885	0
1981	Saint Valentin	NA	NA	0	52.82	0	0.000000	0.0000	13.55	50.62	2																					Saint_Anicet	1991	Le_Haut_Saint_Laurent	4	1	1.092256967	0.455262084	0.189686057	0	0.711776231	0.058206695	9.62E-05	0.718497106	0
1981	Saint Valerien de Milton	44.15	553.48	0	47.75	0.8	0.000000	0.0000	14.91	78.59	3																					Saint_Anicet	1996	Le_Haut_Saint_Laurent	1	1	1.203772732	1.174243059	0.217348317	0	0.813021462	0.058206695	0.002678509	0.821911685	0.960241391
1981	Sainte Angele de Monnoir	36.64	249.48	0	60.72	0	6.800256	0.0000	25.18	49.06	4																					Saint_Anicet	2001	Le_Haut_Saint_Laurent	1	1	1.203772732	1.432409973	0.217348317	0	0.720120618	0.079545225	0.000368896	0.901904843	0
1981	Sainte Anne de Sabrevois	61.51	159.77	0	56.37	0.8	0.000000	0.0000	34	50.21	2																					Saint_Anicet	2006	Le_Haut_Saint_Laurent	1	1	1.203772732	1.832152291	0.114601865	0	0.831379114	0.127691019	0	0.803174549	0
1981	Sainte Barbe	42.71	0	NA	54.89	0	0.000000	0.0000	25.32	56.86	2																					Saint_Antoine_sur_Richelieu	1971	La_Vallee_du_Richelieu	5	7	0.344122777	0	0	0	1.266399835	0.111415647	0.017118932	1.105130705	1.072269553
1981	Sainte Brigide dIberville	59.5	225.94	1.34	61.94	0	0.000000	0.0000	16.61	54.61	4																					Saint_Antoine_sur_Richelieu	1976	La_Vallee_du_Richelieu	3	7	0.403752598	0	0	0	1.097008774	0.034434709	0.003785198	1.016129308	0.793342292
1981	Sainte Cecile de Milton	29.68	129.73	0.33	37.11	0	3.502511	0.0132	20.24	74.52	4																					Saint_Antoine_sur_Richelieu	1981	La_Vallee_du_Richelieu	5	7	0.467356376	0	0	0	0.94708795	0.069256678	0.005378403	1.189627982	2.560643708
1981	Sainte Christine	8.83	125.33	711.68	20.24	0	0.000000	0.0000	8.92	102.05	4																					Saint_Antoine_sur_Richelieu	1986	La_Vallee_du_Richelieu	3	4	0.527605992	0	0	0	0.859193738	0.069256678	0.003373531	1.148550415	0
1981	Sainte Clotilde de Chateauguay	14.79	7.12	NA	30.52	0	0.000000	0.0000	17.02	40.35	0																					Saint_Antoine_sur_Richelieu	1991	La_Vallee_du_Richelieu	3	4	0.577173325	0	0	0	0.867538126	0.069256678	0.002379114	1.151433051	0
1981	Sainte Helene de Bagot	43	471.13	1683.55	64.8	0	0.000000	0.0000	17.74	79.76	3																					Saint_Antoine_sur_Richelieu	1996	La_Vallee_du_Richelieu	5	2	0.58850043	0.147127381	0	0	0.72957759	0	0	1.198996551	0.960241391
1981	Sainte Julie	NA	NA	0	42.73	0	0.000000	0.0000	271.41	30.74	2																					Saint_Antoine_sur_Richelieu	2001	La_Vallee_du_Richelieu	5	7	0.58850043	0.222079066	0	0	0.486199629	0.200433033	0	1.169449528	0.960241391
1981	Sainte Justine de Newton	25.42	38.55	7.8	49.79	0	0.000000	0.0000	10.41	57.18	2																					Saint_Antoine_sur_Richelieu	2006	La_Vallee_du_Richelieu	4	2	0.58850043	0.255390925	0	0	0.505113574	0	0.004576454	1.063692808	0
1981	Sainte Marie Madeleine	NA	NA	NA	88.25	0	0.000000	0.0000	27.93	49.89	2																					Saint_Armand	1971	Brome_Missisquoi	7	5	0.651901167	0	0.36063457	0	1.25861174	0.019519979	0.005672451	0.654718778	1.072269553
1981	Sainte Marthe	24.32	NA	0	58.75	0	0.000000	0.0000	13.01	49.64	2																					Saint_Armand	1976	Brome_Missisquoi	4	7	0.97191454	0.024983895	0	0	1.130664469	0.019467647	0.006485092	0.629315545	0.153181365
1981	Sainte Martine	91.46	10.51	0.31	135.57	0	0.000000	0.0000	52.17	30.78	2																					Saint_Armand	1981	Brome_Missisquoi	4	1	1.197707966	0.152679358	0	0	1.07809483	0.036266343	0.010377216	0.648953505	0
1981	Sainte Sabine	59.74	117.47	NA	52.52	0	3.913654	0.0000	15.23	62.08	4																					Saint_Armand	1986	Brome_Missisquoi	4	1	1.352416219	0.199871159	0.181885378	0	1.173220844	0.026218525	0.000454438	0.653457624	0
1981	Sainte Victoire de Sorel	27.14	36.03	8.04	35.73	0	0.000000	0.0000	27.03	69.77	4																					Saint_Armand	1991	Brome_Missisquoi	4	1	1.459174078	0.552421676	0	0	1.056121277	0.026218525	0.009569921	0.649493999	0
1981	Salaberry de Valleyfield	29.87	NA	0	37.64	0	0.000000	0.0000	271.57	40.04	2																					Saint_Armand	1996	Brome_Missisquoi	1	1	1.541116318	1.629505143	0	0	0.993538373	0.026218525	0	0.560852932	0
1981	Shefford	24.88	67.15	30.4	14.06	0.8	0.000000	0.0000	22.66	90.93	5																					Saint_Armand	2001	Brome_Missisquoi	1	1	1.621377716	2.887027852	0.156797566	0	0.954041606	0	0.001079958	0.615442857	0
1981	Sorel Tracy	9.04	0	0	13.09	0	2.368952	0.0223	628.76	73.27	4																					Saint_Armand	2006	Brome_Missisquoi	1	1	1.723093046	5.563080592	0.235196629	0	0.817193656	0.055838654	0.000614827	0.610938738	0
1981	Stanbridge East	27.02	7.87	NA	26.51	0	0.000000	0.0000	18.48	76.34	3																					Saint_Barnabe_Sud	1971	Les_Maskoutains	3	4	0.185627471	0	0	0	1.421883584	0.097285903	0.267824137	1.237011317	0
1981	Sutton	6.97	NA	6.43	7.09	0.6	0.000000	0.0091	11.05	100.52	7																					Saint_Barnabe_Sud	1976	Les_Maskoutains	3	7	0.185627471	0	0	0	1.146796951	0.269878108	0.431464443	1.315202828	0.182903122
1981	Tres Saint Redempteur	42.8	0	0	38.79	0	0.000000	0.0000	15.6	54.83	7																					Saint_Barnabe_Sud	1981	Les_Maskoutains	3	4	0.191493199	0	0	0	0.866703687	0.806337384	0	1.644183699	0
1981	Tres Saint Sacrement	59.06	2.15	0.14	59.74	0	0.000000	0.0000	13.57	40.99	1																					Saint_Barnabe_Sud	1986	Les_Maskoutains	3	4	0.212916252	0.008327965	0	0	0.761842554	0.79681289	0	1.739310699	0
1981	Upton	88.69	394.3	NA	68.7	0	3.007390	0.0000	27.72	81.76	3																					Saint_Barnabe_Sud	1991	Les_Maskoutains	3	4	0.235767582	0.019431918	0	0	0.521246056	0.444144949	0	0.997752501	0
1981	Varennes	16.59	NA	14.26	44.91	0	0.000000	0.0000	91.64	30.64	2																					Saint_Barnabe_Sud	1996	Les_Maskoutains	6	6	0.235767582	0.33034261	0	0	0.678398682	0.848307956	1.7430569	1.523653468	1.280321854
